Entity,Code,Year,CO2 (IPCC (2014)),CH₄ (IPCC (2014)),N₂O (IPCC (2014)),HFC-152a (IPCC (2014)),SF₆ (IPCC (2014)),PFC-14 (IPCC (2014))
World,OWID_WRL,2015,1,28,265,138,23500,6630
